"Clean Plaintiff","Plaintiff Type","2010","2011","2012","2013","2014"
"Case Properties, Llc; ","Misc","0","0","0","0","1"
"Kingwood Property Group Llc;","Misc","0","0","0","1","0"
"Tyler Terrace Apartments;","Misc","4","7","6","3","1"
"Salem Middle School;","Government","1","1","1","0","0"
"Riverview Terrace Apartments;","Misc","0","0","0","1","0"
"Lakeland Apartments;","Misc","0","1","0","0","0"
"Blue Lamp Properties Llc;","Misc","0","1","0","0","0"
"IRISHI HILLS APARTMENTS;","Misc","0","0","0","1","0"
"AMBA Properties;","Misc","0","0","0","0","2"
"Zeller Properties Llc;","Misc","0","0","1","0","0"
"Sedona Properties LLC;","Misc","0","0","1","0","0"
"North Harbour Property Owners Assocation Inc;","Misc","0","0","0","0","1"
"CITY OF MISHAWKA;","Government","1","0","0","0","0"
"Van Rooy  Properties; ","Misc","82","0","0","0","0"
"Reliance Properties , Lp;","Misc","0","0","0","0","1"
"Allen Real Estate, Llc; ","Misc","0","0","1","0","0"
"V &amp; D Properties LLC;","Misc","0","0","0","0","1"
"Koenig Investments Properties Llc                          ;","Misc","0","0","0","1","0"
"Sunset Apartments;","Misc","0","0","1","0","1"
"Southside Regional Medical Cen;","Medical","0","0","0","1","0"
"International Village By Collection Assignee Cardinal Accts Inc; International Village; ","Misc","0","0","3","1","1"
"R &amp; I Propertes;","Misc","0","1","0","0","0"
"Van Rooy Properties, Westminster Ap                         ;","Misc","2","0","0","0","0"
"Robert Haas Dba Colonial Village Apartments; ","Misc","1","0","0","0","0"
"Precision Property Management;","Misc","3","1","0","0","0"
"Discover Properties; ","Misc","0","10","0","1","3"
"Greenfield Vilage Apartments; ","Misc","0","0","1","0","0"
"STRATFORD RIDGE PROPERTY OWNERS ASSOCIATION;","Misc","0","0","0","1","0"
"EQUITY PROPERTY MANAGEMENT C/O;","Misc","0","0","0","1","0"
"Follman Real Estateservices, Llc; ","Misc","1","0","0","0","0"
"EQUITY PROPERTY MANAGEMENT,LLC;","Misc","0","0","4","0","0"
"NKM Property Group, LLC; ","Misc","1","0","0","0","0"
"Fritch Properties Llc;","Misc","3","3","7","6","10"
"McClain Property;","Misc","0","0","0","0","1"
"MIDWEST RENTALPROPERTYMNG;","Misc","2","1","1","1","0"
"Linwood Square Apartments; ","Misc","17","5","0","0","0"
"PAS Properties, LLC; ","Misc","0","1","0","0","0"
"Village Apts of North Vernon IN;","Misc","0","0","0","0","1"
"Avon Creek Apartments;","Misc","27","29","27","11","22"
"Southwest Parke Community School Corporation;","Government","6","16","10","5","12"
"PITHADIA MEDICALPROFESSIONAL;","Medical","17","3","6","8","0"
"Ss&amp;Mm Properties;","Misc","0","0","0","3","14"
"Radiologic Assoc Of Nw In;","Medical","1","0","0","0","0"
"Greystone Village Apartments; Hermitage Apartments; ","Misc","0","0","1","0","0"
"Chapel Hill Apartments; MOHN; ","Misc","0","1","0","0","0"
"Cooley Property Mgnt;","Misc","0","0","0","1","0"
"Ridewood Apartments;","Misc","0","0","1","0","0"
"WHITTINGTON VILLAGE ASSOCIATION;","Misc","0","0","1","0","0"
"Advanced Debt Collection; Capitol City Properties LLC; ","Misc","0","1","0","0","0"
"Marabou Mills Apartments; ","Misc","0","3","14","28","23"
"RDS Properties LLC; Swan Real Estate Mgmt;","Misc","0","0","0","0","1"
"Red Oak Properties Llc Dba; Shady Brook Mobile Home Park;","Misc","3","0","0","0","0"
"Deca Financial Services","Collection Agency","0","0","339","2395","0"
"GOLD KEY PROPERTY MANAGEMENT; Sunflower,RRR,LLC;","Misc","4","0","0","0","0"
"Sun Communities, Inc. as managing agent for owner of West Glen Village; ","Misc","0","0","0","0","2"
"Gene B. Glick Co., Inc. as managing agent for the owner of Brookview Apartments; ","Misc","6","52","12","17","11"
"SUN COMMUNITIES INC  as managing agent for the  owner of WEST GLEN VILLAGE; ","Misc","0","6","0","0","0"
"Town of Kingsbury;","Government","0","0","0","1","0"
"Darbonne AKA Thompson; The Cottages of Fall Creek by Col Assgn Cardinal Accounts Inc; ","Misc","0","0","0","1","0"
"Orion Property Mgmt. Kingston Ridge Apts.;","Misc","0","0","0","0","1"
"Shanks; The Sheridan Apartments; ","Misc","0","5","0","0","0"
"Spring Lake Development; Tech Park Apartments;","Misc","0","1","0","0","0"
"River CIty Real Estate LLC;","Misc","0","0","1","0","0"
"Waibec Realty, LLC (Norman Wain) / IntelliSource Real Estate Group; ","Misc","1","0","0","0","0"
"ITB Investments; Landmark Apartments; ","Misc","0","1","0","0","0"
"SUMMIT FORD APARTMENTS LLC;","Misc","2","0","0","1","2"
"B&amp;K Properties Inc;","Misc","0","0","0","1","2"
"Orion Property Management Kingston Ridge Apts.;","Misc","0","0","0","0","4"
"Sacris Medical Corporation, P.C.;","Medical","1","0","2","0","0"
"Discover Properties, LLC as managing agent for owner Lapidary, LLC; ","Misc","0","0","0","0","1"
"Ann Ruth Property Mgmt; ","Misc","3","0","0","0","0"
"Fores Ridge Apartments Homes; Forest Ridge Apartment Homes; ","Misc","0","1","0","0","0"
"Monon Walk Apartments; Sherman Forest Apartments; ","Misc","0","0","1","0","0"
"Washington Street Properties Ii Llc; ","Misc","1","0","0","0","0"
"City Of New Albany Fire Dept; ","Government","5","0","0","0","1"
"Spanish Oaks Apartments; ","Misc","140","77","45","57","6"
"QUAD T PROPERTIES;","Misc","1","0","0","0","1"
"TC Real Estate;","Misc","0","0","10","5","0"
"Gerig Property Management;","Misc","1","0","0","0","0"
"Vaturi Star Properties, LLC; ","Misc","0","0","1","0","0"
"Bluestone Property Agent Lake Castleton Apartments; ","Misc","5","0","0","0","0"
"Dunedin Apartments;","Misc","9","17","34","22","34"
"Icon - Orchard Hills Apartments;","Misc","1","0","0","0","0"
"Rbs Real Estate Group; ","Misc","1","0","0","0","0"
"Dunn Properties Management; Dunn;","Misc","0","1","0","0","0"
"King; Williams Properties; ","Misc","3","1","0","0","0"
"Sedgwick Property Group                          ;","Misc","0","1","0","1","0"
"Kauffman Property Management, LLC;","Misc","0","0","0","0","3"
"All Cities Property Mgmt.; ","Misc","0","0","1","0","0"
"Hartford Property &amp;Casualty Insurance Co; ","Misc","0","1","0","0","0"
"Highland Pointe Apartments; Williams; ","Misc","0","0","0","1","0"
"Neff Real Estate Sales Development;","Misc","0","0","0","0","2"
"Sunset Apartment LLC-Jason Temple;","Misc","1","0","0","0","0"
"LNC PROPERTIES LLC;","Misc","0","0","0","1","0"
"Briergate Apartments Dba Fonseca Properties Llc; ","Misc","8","25","0","0","6"
"THE COMMONS AT WYNE FARMS;","Misc","0","0","0","1","0"
"University Pediatricassociates Inc; ","Medical","1","1","0","0","0"
"M &amp; L Property Management;","Misc","1","0","0","0","0"
"Mad Anthony Property Managemen;","Misc","0","1","2","7","0"
"HOME SOLUTIONS PROPERTIES, LLC;","Misc","0","1","0","0","0"
"CHANDANA POINTE APARTMENTS;","Misc","4","3","1","2","2"
"Apartment Village Ltd Lp;","Misc","0","0","2","4","2"
"Governor Square Apartments;","Misc","36","43","48","41","39"
"K &amp; J Rental Properties LLC;","Misc","0","0","0","2","0"
"Hash &amp; Benedict Properties LLC; Hash &amp; Benedict Properties, By Advanced Debt Collection, Inc.; ","Misc","0","0","0","1","0"
"Paragon Properties Inc; ","Misc","1","0","0","0","0"
"Meridian Woods Manor; ","Misc","0","0","0","0","1"
"Westminter Apartments By Collection                         ;","Misc","0","0","1","0","0"
"Chase Crossing Apartments;","Misc","1","1","2","2","1"
"AIMCO AS MANAGING AGENT FOR  BAYHEAD VILLAGE APTS; ","Misc","1","0","0","0","0"
"Town Of South Whitley;","Government","0","1","0","0","0"
"Indy City Property Managment; ","Misc","0","0","0","1","0"
"Flaherty&amp;Collins Properties mngn Riverwood Holdings, LLC aka Riverwood Apts; ","Misc","0","0","0","0","1"
"Capital Property Management, LLC;","Misc","0","0","0","6","31"
"JRK Residential AM mgt agt/owner of Farmington Lake Apts; Vision Property Solutions; ","Misc","0","0","1","0","0"
"MT. HELIX PROPERTY MANAGMENT AS MANAGING AGENT FOR THE OWNER OF INDY REDEVELOPMENT LLC; ","Misc","0","0","0","8","0"
"The Retreat Apartments;","Misc","1","0","0","0","0"
"SCHULT PROPERTIES;","Misc","0","0","1","0","0"
"PORTAGE UTILITY;","Utility","0","1","0","0","0"
"Southside Regional Medical Center; ","Medical","0","0","0","1","0"
"Kline Properties, Llc;","Misc","0","2","0","0","0"
"Park Hoover Village Condominium Ass'n Inc; ","Misc","0","4","3","0","0"
"Omni Property Management                          ;","Misc","0","1","2","0","1"
"DBC Properties, LLC; ","Misc","0","1","0","0","0"
"Indian Village Apartments;","Misc","2","2","3","4","2"
"Greenfield Village Apts; ","Misc","0","2","4","0","0"
"Station 11 Apartments;","Misc","0","0","2","1","0"
"Pavilion Properties; Springlake Apts;","Misc","0","0","0","1","0"
"Oxford Terrace Apartments; ","Misc","5","0","0","0","0"
"Southeastern School Corporation;","Government","6","27","43","52","2"
"Meadow Wood Properties;","Misc","0","0","0","0","2"
"Howard Webb Ins &amp; Real Estate, Inc;","Misc","0","1","0","0","0"
"McCullum Properties;","Misc","1","0","0","0","0"
"Mike Watkins Real Estate Group, Inc                         ; ","Misc","0","1","0","0","0"
"Herman &amp; Kittle Properties, Inc. As                         ;","Misc","0","0","0","3","0"
"Dupont Apartments;","Misc","1","0","0","0","0"
"Lifetime Properties, Inc.                          ;","Misc","1","2","1","1","0"
"McCoy Dba; McCoy Property Mgmt;","Misc","0","1","0","0","0"
"Center Court Property Mgmt Co Llc;","Misc","8","0","0","0","0"
"Ingalls; TC Real Estate;","Misc","0","0","1","0","0"
"Insura Property &amp; Casualty Insurance Co; ","Misc","0","0","0","1","0"
"Fountain Parc Apartments; Sherman Forest Apartments; ","Misc","0","0","2","0","0"
"Kaufmann Property Management Corp;","Misc","0","0","0","2","0"
"Bignuck Properties Family Estate, LLC;","Misc","0","0","0","0","1"
"Queen Anne Apartments, LLC; ","Misc","0","0","0","3","2"
"Kettering Medical Center; ","Medical","0","0","1","0","0"
"PipJay Properties;","Misc","0","0","0","0","1"
"Jane Beverly D/B/A Jb Properties;","Misc","0","1","0","0","0"
"Waverly Commons Hoa;","Misc","0","0","12","0","0"
"Marion Housing Authority; Parkville Apartments Dba;","Misc","0","0","1","0","0"
"Brighton Park by cardinal accts; Villa Paree Apartments by Cardinal Accounts, Inc; Villa Paree Apartments; ","Misc","0","1","0","0","0"
"SILVER PROPERTY MANAGEMENT; ","Misc","11","3","14","1","0"
"MAYFIELD VILLAGEAPART;","Misc","0","0","0","1","0"
"Emerson  Village Lakes; ","Misc","16","7","0","0","0"
"D&amp;D Properties INC;","Misc","0","0","0","0","1"
"Winchester Village Apartments; ","Misc","26","11","7","8","6"
"Tara Apartments; ","Misc","0","8","16","20","9"
"Ammar Properties LLC; ","Misc","0","1","1","0","0"
"Home Real Estate Inv LLC; ","Misc","0","0","0","2","0"
"Oakbrook Park Apartments; ","Misc","0","0","0","0","107"
"Tl Properties 2011 Llc;","Misc","0","0","0","2","0"
"Peppermill Farms Apartments; ","Misc","0","3","0","0","7"
"CONSOLIDATED CITY OF INDIANAPOLIS-MARION COUNTY; ","Government","0","39","1","0","0"
"S &amp; S Real Estate Investments LLC;","Misc","0","0","0","2","0"
"The Meadows Apartments;","Misc","0","0","0","2","1"
"Sterling Property Group Llc                          ;","Misc","0","0","0","1","0"
"ADVANCED DEBT COLLECTION, INC; HIGHLAND PARK REAL ESTATE, LLC; ","Misc","0","1","0","0","0"
"PROPERTY MANAGEMENT INC., AS MIDWEST;","Misc","0","0","0","0","1"
"Indiana Property Serv Llc; ","Misc","1","0","0","0","0"
"Hoskins; RESOURCE RESIDENTIAL as owner of INTERNATIONAL VILLAGE APTS; ","Misc","1","0","0","0","0"
"Pavilion Properties &amp; Spring Lake Apts;","Misc","0","0","0","0","1"
"Perry Commons, Inc.; ","Misc","0","0","0","0","8"
"Krider Properties LLC;","Misc","0","0","1","0","0"
"Sanford-Myers Apartments; ","Misc","0","1","1","0","0"
"Villa Capri Apartments;","Misc","15","23","18","26","24"
"Confiance Property Group; ","Misc","0","0","0","1","0"
"Advanced Debt Collection, Inc.; Carmichael; Preferred Properties; ","Misc","0","0","1","0","0"
"Enyeart Real Estate, LLC;","Misc","0","1","4","5","5"
"P&amp;R Properties, LLC;","Misc","0","0","0","1","0"
"American  Homes 4 Rent Properties Three LLC; ","Misc","0","0","0","2","2"
"Empirian Property Management;","Misc","38","7","9","0","0"
"TRIALCREEKCOTTAGESASSCO INC;","Misc","0","0","0","1","0"
"Noah Westside Animal Hospital Medical Center; ","Medical","1","0","0","0","0"
"Fa Property;","Misc","1","0","0","0","0"
"Dynasty Properties; Farmington Hills Apts;","Misc","1","0","0","0","0"
"Value Real Estate Holding LLC; ","Misc","0","1","0","1","0"
"Williams Rental Properties Llc;","Misc","0","1","0","0","0"
"Indy Diamond LLC for the owner of Oaktree Apartments; ","Misc","0","0","0","16","0"
"KAMMS ISLAND APARTMENTS;","Misc","1","0","0","0","0"
"Brookwood Apartments; Dakota Ridge Apartments; ","Misc","0","0","1","0","0"
"Rolling Meadows dba Stonecrest Manor;","Misc","0","0","1","0","0"
"Fairington Apartments of Fort Wayne, A Limited Partnership;","Misc","0","0","0","1","0"
"Affiliated Family Dentists","Medical","532","389","392","370","528"
"Capitol City Properties LLC; ","Misc","4","0","0","0","0"
"RDS Properties LLC;","Misc","0","0","0","0","1"
"Steinmeier Village Homeowners Association, Inc.; ","Misc","0","0","0","0","1"
"T &amp; G Properties Llp;","Misc","0","0","0","2","0"
"Wendell Lappin Dba Ritter Manor Apartments; ","Misc","2","0","0","0","0"
"N&amp;N Property Co.;","Misc","0","0","1","0","0"
"Vision Property Managementas Agent for Kaja Holdings 2, LLC; ","Misc","0","0","0","0","1"
"Kensington Commons Homeowners Ass,n Inc; ","Misc","0","0","1","0","0"
"Kline Property Managing Agent for Z. Eaglesfield; ","Misc","0","0","0","1","0"
"Nationwide Property &amp; Casualty;","Misc","0","0","0","0","1"
"WVI Properties- William V &amp; Susan L Wilson; ","Misc","0","0","0","0","1"
"Empirian Property Manag For Stonehenge Apts; ","Misc","0","1","0","0","0"
"ICON - Orchard Hills Apartments LLC;","Misc","4","16","17","3","0"
"Gold Coast Properties LP; Jehl Apartments LLC;","Misc","0","0","0","0","6"
"Abbey Court Apartments;","Misc","0","5","0","4","24"
"ACI  PROPERTIES; ","Misc","1","0","0","0","0"
"Elden Investments LLC; Willowbrook Lake Apartments; ","Misc","0","0","0","0","1"
"Radiology Assoc Of Indianapolis; ","Medical","0","0","1","0","0"
"Highland Pointe Apartments; The Residences at Keystone Crossing; ","Misc","0","0","0","1","0"
"KOACH &amp; KOACH PROPERTIES;","Misc","0","2","0","0","0"
"Discover Properties; PMG, LLC as Successor in Interest to realty Wealth Advisor,; ","Misc","0","0","0","1","0"
"SLIVER PROPERTY MANAGMENT INC as manging agent for the owner of AMERIK LLC; ","Misc","0","1","0","0","0"
"Gene G Glick Co Inc Managing Agt for Owner of Hunt Club Apartments; ","Misc","0","0","0","10","0"
"NCCA Properties, LLC;","Misc","2","0","0","0","0"
"Fort Wayne Neurological Center","Medical","1003","738","726","785","831"
"American Health Network; Hamilton Heart Incorporated; Hoosier Diagnostic Imaging; IMC Credit Service LLC assignee of Riverview Hospital;","Medical","0","0","1","0","0"
"Valley Emergency Physicians","Medical","115","130","127","277","439"
"D&amp;J Properties;","Misc","0","3","0","1","0"
"M &amp; B Wallace Properties LLC;","Misc","0","0","1","0","0"
"Whirlwind Properties;","Misc","1","0","0","0","0"
"Lacasa Inc-Elkhart Properties;","Misc","1","0","0","0","0"
"Chapter 2 Properties LLC; ","Misc","0","0","0","1","0"
"BAM PROPERTIES, LLC; ","Misc","0","1","1","0","1"
"Ciege Property Group c/o Chris Jennings; ","Misc","0","1","0","0","0"
"EMPIRIAN PROPERTY MANAGEMENT INC as manageing agent for the owner of MARABOU MIL; ","Misc","1","0","0","0","0"
"Pedcor Management Corporation as managing agent for Waterfront Point Apartments; ","Misc","0","1","0","0","0"
"Irvington Radiology;","Medical","1","0","0","0","0"
"Kyle R Tom Kt Property Group Llc; ","Misc","1","0","0","0","0"
"Hinsdale Properties Llc;","Misc","0","0","2","0","0"
"Troub Properties, LLC;","Misc","1","0","0","0","0"
"AMG  Property Management; ","Misc","0","0","1","13","7"
"Harmony Investment Properties, Llc                          ;","Misc","0","2","0","0","0"
"Blue Valley Apartments, Inc.;","Misc","0","0","0","5","2"
"PATIENTS 1ST ER MEDICAL;","Medical","0","1","0","0","0"
"A-1 Townhomes &amp; Apartments., LLC;","Misc","0","0","0","0","1"
"A &amp; R Properties;","Misc","0","0","0","0","1"
"Collins Properties Llc; ","Misc","1","0","1","0","0"
"9000 Westfiled Apartments; ","Misc","3","0","0","0","0"
"Empirian Property Management, Inc as agent for Heathmoore Apartments; ","Misc","0","1","0","0","0"
"Lincoln Property Company As Managing Agent For Cheswick Apartments; ","Misc","1","0","0","0","0"
"Montrose Square Apartments;","Misc","1","1","0","1","0"
"G &amp; D INVESMENT PROPERTIES, LLC; ","Misc","0","0","0","0","1"
"Dragon Properties of Indiana, LLC; ","Misc","0","0","0","0","2"
"Valley Manor Apartments-Scotts;","Misc","1","0","0","0","0"
"Sedgewick Property Group, Llc                          ;","Misc","1","0","0","0","0"
"Sheehan Property Mgtm agent for The Masters; ","Misc","2","0","0","0","0"
"8M Property Manager for Gemini Investments, LLC; ","Misc","0","0","0","0","1"
"Greenwood Oaks Apartments by Collection Assignee Cardinal Accounts, Inc.;","Misc","0","0","0","0","1"
"AMERICAN MEDICALOXYGEN SALES;","Medical","0","0","1","2","0"
"Village Apartments of Bloomfield;","Misc","0","1","1","1","1"
"Lemon  Dba; Lemon Dba; Lemon Rental Properties;","Misc","0","1","0","0","0"
"Westminster Apartments By Collect                          ;","Misc","0","2","0","0","0"
"Pegasus Properties, Inc;","Misc","0","0","0","1","2"
"JRS Real Estate Group, LLC; ","Misc","1","2","0","0","0"
"Colonial Crest Apartments;","Misc","0","0","4","0","0"
"Hendricks Pointe Apartments by Managing Agent RealAmerica Management, LLC;","Misc","0","0","0","0","4"
